Time,Sequence Number,Event
46.11200000000001,38001,ack
46.90400000000001,38001,send
46.90400000000001,38001,transmit
47.11200000000001,39001,ack
47.11200000000001,39001,send
47.11200000000001,39001,transmit
47.32000000000001,39001,ack
48.11200000000001,39001,send
48.11200000000001,39001,transmit
48.32000000000001,40001,ack
48.32000000000001,40001,send
48.32000000000001,40001,transmit
48.528000000000006,40001,ack
49.32000000000001,40001,send
49.32000000000001,40001,transmit
49.528000000000006,41001,ack
49.528000000000006,41001,send
49.528000000000006,41001,transmit
49.736000000000004,41001,ack
50.528000000000006,41001,send
50.528000000000006,41001,transmit
50.736000000000004,42001,ack
50.736000000000004,42001,send
50.736000000000004,42001,transmit
50.944,42001,ack
51.736000000000004,42001,send
51.736000000000004,42001,transmit
51.944,43001,ack
51.944,43001,send
51.944,43001,transmit
52.152,43001,ack
52.944,43001,send
52.944,43001,transmit
53.152,44001,ack
53.152,44001,send
53.152,44001,transmit
53.36,44001,ack
54.152,44001,send
54.152,44001,transmit
54.36,45001,ack
54.36,45001,send
54.36,45001,transmit
54.568,45001,ack
55.36,45001,send
55.36,45001,transmit
55.568,46001,ack
55.568,46001,send
55.568,46001,transmit
55.775999999999996,46001,ack
56.568,46001,send
56.568,46001,transmit
56.775999999999996,47001,ack
56.775999999999996,47001,send
56.775999999999996,47001,transmit
56.983999999999995,47001,ack
57.775999999999996,47001,send
57.775999999999996,47001,transmit
57.983999999999995,48001,ack
57.983999999999995,48001,send
57.983999999999995,48001,transmit
58.19199999999999,48001,ack
58.983999999999995,48001,send
58.983999999999995,48001,transmit
59.19199999999999,49001,ack
59.19199999999999,49001,send
59.19199999999999,49001,transmit
59.39999999999999,49001,ack
60.19199999999999,49001,send
60.19199999999999,49001,transmit
60.39999999999999,50001,ack
60.39999999999999,50001,send
60.39999999999999,50001,transmit
60.60799999999999,50001,ack
61.39999999999999,50001,send
61.39999999999999,50001,transmit
61.60799999999999,51001,ack
61.60799999999999,51001,send
61.60799999999999,51001,transmit
61.81599999999999,51001,ack
62.60799999999999,51001,send
62.60799999999999,51001,transmit
62.81599999999999,52001,ack
62.81599999999999,52001,send
62.81599999999999,52001,transmit
63.02399999999999,52001,ack
63.81599999999999,52001,send
63.81599999999999,52001,transmit
64.02399999999999,53001,ack
64.02399999999999,53001,send
64.02399999999999,53001,transmit
64.23199999999999,53001,ack
65.02399999999999,53001,send
65.02399999999999,53001,transmit
65.23199999999999,54001,ack
65.23199999999999,54001,send
65.23199999999999,54001,transmit
65.43999999999998,54001,ack
66.23199999999999,54001,send
66.23199999999999,54001,transmit
66.43999999999998,55001,ack
66.43999999999998,55001,send
66.43999999999998,55001,transmit
66.64799999999998,55001,ack
67.43999999999998,55001,send
67.43999999999998,55001,transmit
67.64799999999998,56001,ack
67.64799999999998,56001,send
67.64799999999998,56001,transmit
67.85599999999998,56001,ack
68.64799999999998,56001,send
68.64799999999998,56001,transmit
68.85599999999998,57001,ack
68.85599999999998,57001,send
68.85599999999998,57001,transmit
69.06399999999998,57001,ack
69.85599999999998,57001,send
69.85599999999998,57001,transmit
70.06399999999998,58001,ack
70.06399999999998,58001,send
70.06399999999998,58001,transmit
70.27199999999998,58001,ack
71.06399999999998,58001,send
71.06399999999998,58001,transmit
71.27199999999998,59001,ack
71.27199999999998,59001,send
71.27199999999998,59001,transmit
71.47999999999998,59001,ack
72.27199999999998,59001,send
72.27199999999998,59001,transmit
72.47999999999998,60001,ack
72.47999999999998,60001,send
72.47999999999998,60001,transmit
72.68799999999997,60001,ack
73.47999999999998,60001,send
73.47999999999998,60001,transmit
73.68799999999997,61001,ack
73.68799999999997,61001,send
73.68799999999997,61001,transmit
73.89599999999997,61001,ack
74.68799999999997,61001,send
74.68799999999997,61001,transmit
74.89599999999997,62001,ack
74.89599999999997,62001,send
74.89599999999997,62001,transmit
75.10399999999997,62001,ack
75.89599999999997,62001,send
75.89599999999997,62001,transmit
76.10399999999997,63001,ack
76.10399999999997,63001,send
76.10399999999997,63001,transmit
76.31199999999997,63001,ack
77.10399999999997,63001,send
77.10399999999997,63001,transmit
77.31199999999997,64001,ack
77.31199999999997,64001,send
77.31199999999997,64001,transmit
77.51999999999997,64001,ack
78.31199999999997,64001,send
78.31199999999997,64001,transmit
78.51999999999997,65001,ack
78.51999999999997,65001,send
78.51999999999997,65001,transmit
78.72799999999997,65001,ack
79.51999999999997,65001,send
79.51999999999997,65001,transmit
79.72799999999997,66001,ack
79.72799999999997,66001,send
79.72799999999997,66001,transmit
79.93599999999996,66001,ack
80.72799999999997,66001,send
80.72799999999997,66001,transmit
80.93599999999996,67001,ack
80.93599999999996,67001,send
80.93599999999996,67001,transmit
81.14399999999996,67001,ack
81.93599999999996,67001,send
81.93599999999996,67001,transmit
82.14399999999996,68001,ack
82.14399999999996,68001,send
82.14399999999996,68001,transmit
82.35199999999996,68001,ack
83.14399999999996,68001,send
83.14399999999996,68001,transmit
83.35199999999996,69001,ack
83.35199999999996,69001,send
83.35199999999996,69001,transmit
83.55999999999996,69001,ack
84.35199999999996,69001,send
84.35199999999996,69001,transmit
84.55999999999996,70001,ack
84.55999999999996,70001,send
84.55999999999996,70001,transmit
84.76799999999996,70001,ack
85.55999999999996,70001,send
85.55999999999996,70001,transmit
85.76799999999996,71001,ack
85.76799999999996,71001,send
85.76799999999996,71001,transmit
85.97599999999996,71001,ack
86.76799999999996,71001,send
86.76799999999996,71001,transmit
86.97599999999996,72001,ack
86.97599999999996,72001,send
86.97599999999996,72001,transmit
87.18399999999995,72001,ack
87.97599999999996,72001,send
87.97599999999996,72001,transmit
88.18399999999995,73001,ack
88.18399999999995,73001,send
88.18399999999995,73001,transmit
88.39199999999995,73001,ack
89.18399999999995,73001,send
89.18399999999995,73001,transmit
89.39199999999995,74001,ack
89.39199999999995,74001,send
89.39199999999995,74001,transmit
89.59999999999995,74001,ack
90.39199999999995,74001,send
90.39199999999995,74001,transmit
90.59999999999995,75001,ack
90.59999999999995,75001,send
90.59999999999995,75001,transmit
90.80799999999995,75001,ack
91.59999999999995,75001,send
91.59999999999995,75001,transmit
91.80799999999995,76001,ack
91.80799999999995,76001,send
91.80799999999995,76001,transmit
92.01599999999995,76001,ack
92.80799999999995,76001,send
92.80799999999995,76001,transmit
93.01599999999995,77001,ack
93.01599999999995,77001,send
93.01599999999995,77001,transmit
93.22399999999995,77001,ack
94.01599999999995,77001,send
94.01599999999995,77001,transmit
94.22399999999995,78001,ack
94.22399999999995,78001,send
94.22399999999995,78001,transmit
94.43199999999995,78001,ack
95.22399999999995,78001,send
95.22399999999995,78001,transmit
95.43199999999995,79001,ack
95.43199999999995,79001,send
95.43199999999995,79001,transmit
95.63999999999994,79001,ack
96.43199999999995,79001,send
96.43199999999995,79001,transmit
96.63999999999994,80001,ack
96.63999999999994,80001,send
96.63999999999994,80001,transmit
96.84799999999994,80001,ack
97.63999999999994,80001,send
97.63999999999994,80001,transmit
97.84799999999994,81001,ack
97.84799999999994,81001,send
97.84799999999994,81001,transmit
98.05599999999994,81001,ack
98.84799999999994,81001,send
98.84799999999994,81001,transmit
99.05599999999994,82001,ack
99.05599999999994,82001,send
99.05599999999994,82001,transmit
99.26399999999994,82001,ack
100.05599999999994,82001,send
100.05599999999994,82001,transmit
100.26399999999994,83001,ack
100.26399999999994,83001,send
100.26399999999994,83001,transmit
100.47199999999994,83001,ack
101.26399999999994,83001,send
101.26399999999994,83001,transmit
101.47199999999994,84001,ack
101.47199999999994,84001,send
101.47199999999994,84001,transmit
101.67999999999994,84001,ack
102.47199999999994,84001,send
102.47199999999994,84001,transmit
102.67999999999994,85001,ack
102.67999999999994,85001,send
102.67999999999994,85001,transmit
102.88799999999993,85001,ack
103.67999999999994,85001,send
103.67999999999994,85001,transmit
103.88799999999993,86001,ack
103.88799999999993,86001,send
103.88799999999993,86001,transmit
104.09599999999993,86001,ack
104.88799999999993,86001,send
104.88799999999993,86001,transmit
105.09599999999993,87001,ack
105.09599999999993,87001,send
105.09599999999993,87001,transmit
105.30399999999993,87001,ack
106.09599999999993,87001,send
106.09599999999993,87001,transmit
106.30399999999993,88001,ack
106.30399999999993,88001,send
106.30399999999993,88001,transmit
106.51199999999993,88001,ack
107.30399999999993,88001,send
107.30399999999993,88001,transmit
107.51199999999993,89001,ack
107.51199999999993,89001,send
107.51199999999993,89001,transmit
107.71999999999993,89001,ack
108.51199999999993,89001,send
108.51199999999993,89001,transmit
108.71999999999993,90001,ack
108.71999999999993,90001,send
108.71999999999993,90001,transmit
108.92799999999993,90001,ack
109.71999999999993,90001,send
109.71999999999993,90001,transmit
109.92799999999993,91001,ack
109.92799999999993,91001,send
109.92799999999993,91001,transmit
110.13599999999992,91001,ack
110.92799999999993,91001,send
110.92799999999993,91001,transmit
111.13599999999992,92001,ack
111.13599999999992,92001,send
111.13599999999992,92001,transmit
111.34399999999992,92001,ack
112.13599999999992,92001,send
112.13599999999992,92001,transmit
112.34399999999992,93001,ack
112.34399999999992,93001,send
112.34399999999992,93001,transmit
112.55199999999992,93001,ack
113.34399999999992,93001,send
113.34399999999992,93001,transmit
113.55199999999992,94001,ack
113.55199999999992,94001,send
113.55199999999992,94001,transmit
113.75999999999992,94001,ack
114.55199999999992,94001,send
114.55199999999992,94001,transmit
114.75999999999992,95001,ack
114.75999999999992,95001,send
114.75999999999992,95001,transmit
114.96799999999992,95001,ack
115.75999999999992,95001,send
115.75999999999992,95001,transmit
115.96799999999992,96001,ack
115.96799999999992,96001,send
115.96799999999992,96001,transmit
116.17599999999992,96001,ack
116.96799999999992,96001,send
116.96799999999992,96001,transmit
117.17599999999992,97001,ack
117.17599999999992,97001,send
117.17599999999992,97001,transmit
117.38399999999992,97001,ack
118.17599999999992,97001,send
118.17599999999992,97001,transmit
118.38399999999992,98001,ack
118.38399999999992,98001,send
118.38399999999992,98001,transmit
118.59199999999991,98001,ack
119.38399999999992,98001,send
119.38399999999992,98001,transmit
119.59199999999991,99001,ack
119.59199999999991,99001,send
119.59199999999991,99001,transmit
119.79999999999991,99001,ack
120.59199999999991,99001,send
120.59199999999991,99001,transmit
120.79999999999991,100001,ack
120.79999999999991,100001,send
120.79999999999991,100001,transmit
121.00799999999991,100001,ack
121.79999999999991,100001,send
121.79999999999991,100001,transmit
122.00799999999991,101001,ack
122.00799999999991,101001,send
122.00799999999991,101001,transmit
122.21599999999991,101001,ack
123.00799999999991,101001,send
123.00799999999991,101001,transmit
123.21599999999991,102001,ack
123.21599999999991,102001,send
123.21599999999991,102001,transmit
123.42399999999991,102001,ack
124.21599999999991,102001,send
124.21599999999991,102001,transmit
124.42399999999991,103001,ack
124.42399999999991,103001,send
124.42399999999991,103001,transmit
124.6319999999999,103001,ack
125.42399999999991,103001,send
125.42399999999991,103001,transmit
125.6319999999999,104001,ack
125.6319999999999,104001,send
125.6319999999999,104001,transmit
125.8399999999999,104001,ack
126.6319999999999,104001,send
126.6319999999999,104001,transmit
126.8399999999999,105001,ack
126.8399999999999,105001,send
126.8399999999999,105001,transmit
127.0479999999999,105001,ack
127.8399999999999,105001,send
127.8399999999999,105001,transmit
128.04799999999992,106001,ack
128.04799999999992,106001,send
128.04799999999992,106001,transmit
128.25599999999991,106001,ack
129.04799999999992,106001,send
129.04799999999992,106001,transmit
129.25599999999991,107001,ack
129.25599999999991,107001,send
129.25599999999991,107001,transmit
129.4639999999999,107001,ack
130.25599999999991,107001,send
130.25599999999991,107001,transmit
130.4639999999999,108001,ack
130.4639999999999,108001,send
130.4639999999999,108001,transmit
130.6719999999999,108001,ack
131.4639999999999,108001,send
131.4639999999999,108001,transmit
131.6719999999999,109001,ack
131.6719999999999,109001,send
131.6719999999999,109001,transmit
131.8799999999999,109001,ack
132.6719999999999,109001,send
132.6719999999999,109001,transmit
132.8799999999999,110001,ack
132.8799999999999,110001,send
132.8799999999999,110001,transmit
133.0879999999999,110001,ack
133.8799999999999,110001,send
133.8799999999999,110001,transmit
134.0879999999999,111001,ack
134.0879999999999,111001,send
134.0879999999999,111001,transmit
134.2959999999999,111001,ack
135.0879999999999,111001,send
135.0879999999999,111001,transmit
135.2959999999999,112001,ack
135.2959999999999,112001,send
135.2959999999999,112001,transmit
135.5039999999999,112001,ack
136.2959999999999,112001,send
136.2959999999999,112001,transmit
136.5039999999999,113001,ack
136.5039999999999,113001,send
136.5039999999999,113001,transmit
136.7119999999999,113001,ack
137.5039999999999,113001,send
137.5039999999999,113001,transmit
137.7119999999999,114001,ack
137.7119999999999,114001,send
137.7119999999999,114001,transmit
137.9199999999999,114001,ack
138.7119999999999,114001,send
138.7119999999999,114001,transmit
138.9199999999999,115001,ack
138.9199999999999,115001,send
138.9199999999999,115001,transmit
139.1279999999999,115001,ack
139.9199999999999,115001,send
139.9199999999999,115001,transmit
140.1279999999999,116001,ack
140.1279999999999,116001,send
140.1279999999999,116001,transmit
140.3359999999999,116001,ack
141.1279999999999,116001,send
141.1279999999999,116001,transmit
141.3359999999999,117001,ack
141.3359999999999,117001,send
141.3359999999999,117001,transmit
141.5439999999999,117001,ack
142.3359999999999,117001,send
142.3359999999999,117001,transmit
142.5439999999999,118001,ack
142.5439999999999,118001,send
142.5439999999999,118001,transmit
142.7519999999999,118001,ack
143.5439999999999,118001,send
143.5439999999999,118001,transmit
143.7519999999999,119001,ack
143.7519999999999,119001,send
143.7519999999999,119001,transmit
143.9599999999999,119001,ack
144.7519999999999,119001,send
144.7519999999999,119001,transmit
144.9599999999999,120001,ack
144.9599999999999,120001,send
144.9599999999999,120001,transmit
145.1679999999999,120001,ack
145.9599999999999,120001,send
145.9599999999999,120001,transmit
146.1679999999999,121001,ack
146.1679999999999,121001,send
146.1679999999999,121001,transmit
146.3759999999999,121001,ack
147.1679999999999,121001,send
147.1679999999999,121001,transmit
147.3759999999999,122001,ack
147.3759999999999,122001,send
147.3759999999999,122001,transmit
147.5839999999999,122001,ack
148.3759999999999,122001,send
148.3759999999999,122001,transmit
148.5839999999999,123001,ack
148.5839999999999,123001,send
148.5839999999999,123001,transmit
148.7919999999999,123001,ack
149.5839999999999,123001,send
149.5839999999999,123001,transmit
149.7919999999999,124001,ack
149.7919999999999,124001,send
149.7919999999999,124001,transmit
149.9999999999999,124001,ack
150.7919999999999,124001,send
150.7919999999999,124001,transmit
150.9999999999999,125001,ack
150.9999999999999,125001,send
150.9999999999999,125001,transmit
151.20799999999988,125001,ack
151.9999999999999,125001,send
151.9999999999999,125001,transmit
152.20799999999988,126001,ack
152.20799999999988,126001,send
152.20799999999988,126001,transmit
152.41599999999988,126001,ack
153.20799999999988,126001,send
153.20799999999988,126001,transmit
153.41599999999988,127001,ack
153.41599999999988,127001,send
153.41599999999988,127001,transmit
153.62399999999988,127001,ack
154.41599999999988,127001,send
154.41599999999988,127001,transmit
154.62399999999988,128001,ack
154.62399999999988,128001,send
154.62399999999988,128001,transmit
154.83199999999988,128001,ack
155.62399999999988,128001,send
155.62399999999988,128001,transmit
155.83199999999988,129001,ack
155.83199999999988,129001,send
155.83199999999988,129001,transmit
156.03999999999988,129001,ack
156.83199999999988,129001,send
156.83199999999988,129001,transmit
157.03999999999988,130001,ack
157.03999999999988,130001,send
157.03999999999988,130001,transmit
157.24799999999988,130001,ack
158.03999999999988,130001,send
158.03999999999988,130001,transmit
158.24799999999988,131001,ack
158.24799999999988,131001,send
158.24799999999988,131001,transmit
158.45599999999988,131001,ack
159.24799999999988,131001,send
159.24799999999988,131001,transmit
159.45599999999988,132001,ack
159.45599999999988,132001,send
159.45599999999988,132001,transmit
159.66399999999987,132001,ack
160.45599999999988,132001,send
160.45599999999988,132001,transmit
160.66399999999987,133001,ack
160.66399999999987,133001,send
160.66399999999987,133001,transmit
160.87199999999987,133001,ack
161.66399999999987,133001,send
161.66399999999987,133001,transmit
161.87199999999987,134001,ack
161.87199999999987,134001,send
161.87199999999987,134001,transmit
162.07999999999987,134001,ack
162.87199999999987,134001,send
162.87199999999987,134001,transmit
163.07999999999987,135001,ack
163.07999999999987,135001,send
163.07999999999987,135001,transmit
163.28799999999987,135001,ack
164.07999999999987,135001,send
164.07999999999987,135001,transmit
164.28799999999987,136001,ack
164.28799999999987,136001,send
164.28799999999987,136001,transmit
164.49599999999987,136001,ack
165.28799999999987,136001,send
165.28799999999987,136001,transmit
165.49599999999987,137001,ack
165.49599999999987,137001,send
165.49599999999987,137001,transmit
165.70399999999987,137001,ack
166.49599999999987,137001,send
166.49599999999987,137001,transmit
166.70399999999987,138001,ack
166.70399999999987,138001,send
166.70399999999987,138001,transmit
166.91199999999986,138001,ack
167.70399999999987,138001,send
167.70399999999987,138001,transmit
167.91199999999986,139001,ack
167.91199999999986,139001,send
167.91199999999986,139001,transmit
168.11999999999986,139001,ack
168.91199999999986,139001,send
168.91199999999986,139001,transmit
169.11999999999986,140001,ack
169.11999999999986,140001,send
169.11999999999986,140001,transmit
169.32799999999986,140001,ack
170.11999999999986,140001,send
170.11999999999986,140001,transmit
170.32799999999986,141001,ack
170.32799999999986,141001,send
170.32799999999986,141001,transmit
170.53599999999986,141001,ack
171.32799999999986,141001,send
171.32799999999986,141001,transmit
171.53599999999986,142001,ack
171.53599999999986,142001,send
171.53599999999986,142001,transmit
171.74399999999986,142001,ack
172.53599999999986,142001,send
172.53599999999986,142001,transmit
172.74399999999986,143001,ack
172.74399999999986,143001,send
172.74399999999986,143001,transmit
172.95199999999986,143001,ack
173.74399999999986,143001,send
173.74399999999986,143001,transmit
173.95199999999986,144001,ack
173.95199999999986,144001,send
173.95199999999986,144001,transmit
174.15999999999985,144001,ack
174.95199999999986,144001,send
174.95199999999986,144001,transmit
175.15999999999985,145001,ack
175.15999999999985,145001,send
175.15999999999985,145001,transmit
175.36799999999985,145001,ack
176.15999999999985,145001,send
176.15999999999985,145001,transmit
176.36799999999985,146001,ack
176.36799999999985,146001,send
176.36799999999985,146001,transmit
176.57599999999985,146001,ack
177.36799999999985,146001,send
177.36799999999985,146001,transmit
177.57599999999985,147001,ack
177.57599999999985,147001,send
177.57599999999985,147001,transmit
177.78399999999985,147001,ack
178.57599999999985,147001,send
178.57599999999985,147001,transmit
178.78399999999985,148001,ack
178.78399999999985,148001,send
178.78399999999985,148001,transmit
178.99199999999985,148001,ack
179.78399999999985,148001,send
179.78399999999985,148001,transmit
179.99199999999985,149001,ack
179.99199999999985,149001,send
179.99199999999985,149001,transmit
180.19999999999985,149001,ack
180.99199999999985,149001,send
180.99199999999985,149001,transmit
181.19999999999985,150001,ack
181.19999999999985,150001,send
181.19999999999985,150001,transmit
181.40799999999984,150001,ack
182.19999999999985,150001,send
182.19999999999985,150001,transmit
182.40799999999984,151001,ack
182.40799999999984,151001,send
182.40799999999984,151001,transmit
182.61599999999984,151001,ack
183.40799999999984,151001,send
183.40799999999984,151001,transmit
183.61599999999984,152001,ack
183.61599999999984,152001,send
183.61599999999984,152001,transmit
183.82399999999984,152001,ack
184.61599999999984,152001,send
184.61599999999984,152001,transmit
184.82399999999984,153001,ack
184.82399999999984,153001,send
184.82399999999984,153001,transmit
185.03199999999984,153001,ack
185.82399999999984,153001,send
185.82399999999984,153001,transmit
186.03199999999984,154001,ack
186.03199999999984,154001,send
186.03199999999984,154001,transmit
186.23999999999984,154001,ack
187.03199999999984,154001,send
187.03199999999984,154001,transmit
187.23999999999984,155001,ack
187.23999999999984,155001,send
187.23999999999984,155001,transmit
187.44799999999984,155001,ack
188.23999999999984,155001,send
188.23999999999984,155001,transmit
188.44799999999984,156001,ack
188.44799999999984,156001,send
188.44799999999984,156001,transmit
188.65599999999984,156001,ack
189.44799999999984,156001,send
189.44799999999984,156001,transmit
189.65599999999984,157001,ack
189.65599999999984,157001,send
189.65599999999984,157001,transmit
189.86399999999983,157001,ack
190.65599999999984,157001,send
190.65599999999984,157001,transmit
190.86399999999983,158001,ack
190.86399999999983,158001,send
190.86399999999983,158001,transmit
191.07199999999983,158001,ack
191.86399999999983,158001,send
191.86399999999983,158001,transmit
192.07199999999983,159001,ack
192.07199999999983,159001,send
192.07199999999983,159001,transmit
192.27999999999983,159001,ack
193.07199999999983,159001,send
193.07199999999983,159001,transmit
193.27999999999983,160001,ack
193.27999999999983,160001,send
193.27999999999983,160001,transmit
193.48799999999983,160001,ack
194.27999999999983,160001,send
194.27999999999983,160001,transmit
194.48799999999983,161001,ack
194.48799999999983,161001,send
194.48799999999983,161001,transmit
194.69599999999983,161001,ack
195.48799999999983,161001,send
195.48799999999983,161001,transmit
195.69599999999983,162001,ack
195.69599999999983,162001,send
195.69599999999983,162001,transmit
195.90399999999983,162001,ack
196.69599999999983,162001,send
196.69599999999983,162001,transmit
196.90399999999983,163001,ack
196.90399999999983,163001,send
196.90399999999983,163001,transmit
197.11199999999982,163001,ack
197.90399999999983,163001,send
197.90399999999983,163001,transmit
198.11199999999982,164001,ack
198.11199999999982,164001,send
198.11199999999982,164001,transmit
198.31999999999982,164001,ack
199.11199999999982,164001,send
199.11199999999982,164001,transmit
199.31999999999982,165001,ack
199.31999999999982,165001,send
199.31999999999982,165001,transmit
199.52799999999982,165001,ack
200.31999999999982,165001,send
200.31999999999982,165001,transmit
200.52799999999982,166001,ack
200.52799999999982,166001,send
200.52799999999982,166001,transmit
200.73599999999982,166001,ack
201.52799999999982,166001,send
201.52799999999982,166001,transmit
201.73599999999982,167001,ack
201.73599999999982,167001,send
201.73599999999982,167001,transmit
201.94399999999982,167001,ack
202.73599999999982,167001,send
202.73599999999982,167001,transmit
