TimeReceived,QD
0.21600000000000003,0.0
0.22400000000000003,0.006847847964614007
0.2478373454948631,0.0
0.2586793631329529,0.0
0.26667936313295293,0.0005836523243791247
0.27467936313295294,0.003942641467617275
0.2829824915920825,0.0
0.31416408854680467,0.0
0.33538413582060034,0.0
0.35794718024916716,0.0
0.36642064646072936,0.0
0.3795460996207438,0.0
0.3906211732850583,0.0
0.4013495079425221,0.0
0.4093495079425221,0.0015658369268261862
0.4173495079425221,0.008691313610881268
0.42534950794252213,0.010280608630641341
0.43334950794252214,0.008054479378675455
0.44134950794252215,0.012041813635864651
0.44934950794252215,0.016345375532108658
0.45734950794252216,0.019509484478377
0.46534950794252217,0.015873878002414937
0.4733495079425222,0.02249946180689319
0.4813495079425222,0.02490851868410371
0.4893495079425222,0.02449486737464976
0.4973495079425222,0.03181914055792548
0.5053495079425222,0.037316034830740974
0.5133495079425222,0.020146835803499907
0.5213495079425222,0.02662361665142754
0.5293495079425222,0.017677730077958642
0.5373495079425222,0.006160919709599255
0.5453495079425222,0.008835461155571211
0.5704838431323724,0.0
0.5784838431323724,0.005910454183888192
0.5907313850434738,0.0
0.6018222083172691,0.0
0.6098222083172691,0.005272278514227402
0.6178222083172691,0.0026236016733483525
0.6258222083172691,0.00471441675205142
0.6338222083172691,0.004767214005535203
0.6418222083172691,4.1363700760355115e-05
0.6538501842638038,0.0
0.6740537169892403,0.0
0.6820537169892403,0.007807434306200456
0.7046971661926218,0.0
0.7126971661926218,0.0025501943956404705
0.7221495441659325,0.0
0.7301495441659325,0.004520326964865928
0.7398521454596716,0.0
0.7478521454596716,0.0018450871588183704
0.7558521454596716,0.003780730397719423
0.7638521454596716,0.010253928954149338
0.7857770170410339,0.0
0.8034434674189928,0.0
0.8114434674189928,0.007501409408557702
0.8487579729515482,0.0
0.8567579729515482,0.005432469203452084
0.8647579729515482,0.011076564864515581
0.8727579729515482,0.011937046650857486
0.8807579729515482,0.01097459650002608
0.8887579729515482,0.0021645258989573257
0.9083955453973038,0.0
0.9163955453973038,0.0008004960238574554
0.9243955453973038,9.517896744559717e-05
0.9323955453973038,6.240540144697437e-05
0.9656211809029641,0.0
0.9741584694275938,0.0
0.9832956831974919,0.0
0.991295683197492,0.007199289856082758
0.999295683197492,0.008734163229520142
1.007295683197492,0.016694830313322084
1.015295683197492,0.01162568941867781
1.023295683197492,0.008831300187721713
1.031295683197492,0.013280201702461358
1.039295683197492,0.008812981921263008
1.0497390929381991,0.0
1.0651967719806834,0.0
1.0731967719806834,0.00560756731042511
1.0811967719806834,0.002435827525643419
1.1162813216532845,0.0
1.1242813216532845,0.0026845531721185756
1.1394617007554204,0.0
1.1504732746351036,0.0
1.1627319536347074,0.0
1.1719313817309074,0.0
1.1799313817309074,0.0069273570842810495
1.1879313817309074,0.0021723328849755363
1.1994697713102327,0.0
1.2074697713102327,0.006380122890132345
1.2154697713102327,0.00925865060049802
1.2234697713102327,0.01484978779151247
1.240637135993811,0.0
1.26993781378642,0.0
1.2795008100872933,0.0
1.2875008100872933,0.006666035852249452
1.2955008100872933,0.0142712339752189
1.3035008100872933,0.019500419969926686
1.3115008100872934,0.002771425161664842
1.3199957687473094,0.0
1.3282197708596948,0.0
1.3544030972140735,0.0
1.3624030972140735,0.0019701201423585335
1.3704030972140735,0.002088028767965877
1.3784030972140735,0.007005505121450817
1.4093567613569615,0.0
1.4173567613569615,0.0035474824475425493
1.4253567613569615,0.007586026470367546
1.4430274711302407,0.0
1.4649856698716288,0.0
1.4729856698716288,0.0018957221512407862
1.4809856698716288,0.007709666523221248
1.5052801699346774,0.0
1.5132801699346774,0.0018667163243277773
1.5272552909556947,0.0
1.5407678495215125,0.0
1.5487678495215125,0.007966192918126724
1.571939229562456,0.0
1.579939229562456,0.007012659796389098
1.587939229562456,0.013149337872570888
1.595939229562456,0.019420859730214568
1.603939229562456,0.02507804537948255
1.611939229562456,0.026379118332904294
1.619939229562456,0.025839681149393057
1.627939229562456,0.03008976994588486
1.635939229562456,0.030429979903362714
1.643939229562456,0.026154931302412532
1.651939229562456,0.033515842091910164
1.659939229562456,0.038248329454267704
1.667939229562456,0.04536079196350373
1.675939229562456,0.046082875256966194
1.691336161339927,0.0
1.7115813185259101,0.0
1.7335966975438042,0.0
1.7415966975438042,0.006987784718177181
1.7556009700882713,0.0
1.7636009700882713,0.005479257196147724
1.7716009700882713,0.011287977454683906
1.7865322088284776,0.0
1.7945322088284776,0.004110135438384566
1.8025322088284776,0.011160666703976307
1.8105322088284777,0.0118260344220944
1.8185322088284777,0.011723985924254832
1.8265322088284777,0.01720416866786101
1.8345322088284777,0.017048803746139374
1.8453561466839832,0.0
1.8533561466839832,0.002778954613463114
1.8613561466839832,0.0017820537922887958
1.8722494019507292,0.0
1.8802494019507292,0.004919099375086722
1.8882494019507292,0.006232796066455881
1.8962494019507292,0.013530064910156625
1.9042494019507292,0.0028890228710809485
1.9122494019507292,0.0025773277443226217
1.9304776082254829,0.0
1.9466080417574274,0.0
1.9546080417574274,0.004086525419403131
1.970464302171964,0.0
1.98481028257528,0.0
1.99281028257528,0.007246321531926503
2.0167349851307237,0.0
2.0375144437359407,0.0
2.0455144437359407,0.006499158555688611
2.0535144437359407,0.004709464307673938
2.0615144437359407,0.0071071722539868265
2.0695144437359407,0.014133427794449815
2.0775144437359407,0.020108530219348664
2.0855144437359407,0.01508564940527135
2.0935144437359408,0.01754991457424193
2.1015144437359408,0.01341880598382672
2.1095144437359408,0.00851730029561315
2.1189847044738443,0.0
2.1269847044738444,0.0024551056792159187
2.140052028150464,0.0
2.148852611410945,0.0
2.1639029835566967,0.0
2.1719029835566968,0.00785018179332675
2.1799029835566968,0.009884199403282334
2.1920942050655046,0.0
2.210703986823926,0.0
2.2235182552627126,0.0
2.2315182552627126,0.006190625948523376
2.2395182552627126,0.008173971745961683
2.2533666663810323,0.0
2.2613666663810323,0.007779535939629323
2.2693666663810323,0.004836068824189077
2.2773666663810324,0.010253415605692595
2.2853666663810324,0.005163697584612326
2.3037490385206594,0.0
2.3117490385206594,0.006630068789183596
2.3197490385206594,0.005036402436910059
2.3277490385206594,0.012037666071042175
2.3357490385206594,0.016820376014244243
2.3437490385206594,0.024769200300438055
2.3517490385206594,0.010653752460956234
2.3597490385206594,0.014236472473725836
2.3677490385206594,0.01860034584958914
2.3757490385206594,0.022393441298155903
2.3837490385206594,0.01973609798467635
2.3917490385206595,0.027066476495887226
2.3997490385206595,0.025715868593685354
2.4077490385206595,0.014918341993181983
2.4157490385206595,0.021402581335245863
2.4237490385206595,0.019058675458724306
2.4317490385206595,0.024623838217143312
2.4397490385206595,0.032444989015078196
2.4477490385206595,0.01356019893422511
2.4557490385206595,0.019745231355631
2.4637490385206595,0.020835768288087753
2.4717490385206595,0.01592157476347733
2.4797490385206595,0.013693450491446768
2.4877490385206595,0.006287802997209546
2.4957490385206595,0.0008005976657461389
2.5037490385206596,0.007084690500368307
2.5117490385206596,0.007181531691198728
2.521230732759343,0.0
2.529230732759343,0.0071221379716748245
2.537230732759343,0.014408745827716007
2.545230732759343,0.022053281503917166
2.558424995605878,0.0
2.586945117785202,0.0
2.594945117785202,0.005936635243906974
2.602945117785202,0.009633192589370676
2.610945117785202,0.016969678767556395
2.618945117785202,0.007827782844430864
2.626945117785202,0.0009725980888894981
2.650596377069652,0.0
2.658596377069652,0.002115645821723522
2.6718570815462774,0.0
2.688658880616391,0.0
2.696658880616391,0.0061139023666845205
2.704658880616391,0.008470464861463967
2.714440666481488,0.0
2.722440666481488,0.003842170925834054
2.7388149123925722,0.0
2.7985484787244173,0.0
2.826817181159214,0.0
2.834817181159214,0.003605155646936531
2.842817181159214,0.007454482860825173
2.852970943767083,0.0
2.860970943767083,0.0034021188064667918
2.868970943767083,0.007704861260206641
2.876970943767083,0.011662846908000013
2.884970943767083,0.015792468922291913
2.892970943767083,0.016443494475003817
2.900970943767083,0.018947950101578126
2.908970943767083,0.0008002763037535665
2.916970943767083,0.0031660233405648164
2.925540709029096,0.0
2.9412966291530536,0.0
2.956601718748631,0.0
2.964601718748631,0.003694291262349658
2.972601718748631,0.011085479296636613
2.980601718748631,0.017295463264792144
2.988601718748631,0.015302419401316936
2.996601718748631,0.015720505791263495
3.004601718748631,0.020524906128364773
3.012601718748631,0.004724830270615765
3.02474671703937,0.0
3.0408948952148687,0.0
3.0488948952148687,0.006372433135749311
3.065443916225664,0.0
3.073443916225664,0.00617010070529167
3.081443916225664,0.01186746685025053
3.089443916225664,0.018438940215345756
3.097443916225664,0.0037361383020955152
3.105443916225664,0.009834690696312265
3.113443916225664,0.013601361569436587
3.121443916225664,0.018668179041106292
3.129443916225664,0.021268855869201797
3.137443916225664,0.01342849448237926
3.145443916225664,0.011903871029476765
3.153443916225664,0.01098585457311918
3.174432040969746,0.0
3.182432040969746,0.003036052814250123
3.1936470458846533,0.0
3.2039654905973176,0.0
3.2119654905973176,0.005583944311890576
3.2199654905973176,0.013045460563850586
3.2279654905973176,0.017432840939914485
3.2359654905973176,0.023565549365470062
3.2439654905973176,0.01688957882621578
3.2519654905973177,0.0010808622620213093
3.2790121241798005,0.0
3.2870121241798005,0.003246281348956437
3.2994331810075224,0.0
3.322969614277872,0.0
3.3515655883779263,0.0
3.3595655883779263,0.0062503607839108355
3.3675655883779263,0.00931130787226353
3.3755655883779263,0.007536828231630377
3.3835655883779263,0.006586107257091189
3.396656838042166,0.0
3.404656838042166,0.005343603635569405
3.412656838042166,0.010697236147613864
3.4322162831448755,0.0
3.4402162831448755,0.00420638671543383
3.4482162831448755,0.011751324419388531
3.4562162831448755,0.0032771092020795756
3.47426881050111,0.0
3.482804620409367,0.0
3.490804620409367,0.002806481963221863
3.498804620409367,0.010641742772298457
3.506804620409367,0.014785767682223838
3.514804620409367,0.016169982328855248
3.5554829995441986,0.0
3.5634829995441986,0.005218080680436721
3.5714829995441986,0.00028563916742685436
3.5794829995441986,0.0009937939717916677
3.616640761305118,0.0
3.624640761305118,0.005490647577937491
3.632640761305118,0.0056531535878439065
3.640640761305118,0.012590245712009285
3.648640761305118,0.013378927455955925
3.656640761305118,1.0340716158463437e-05
3.6678590465753573,0.0
3.6758590465753573,0.007721277935375248
3.6838590465753573,0.004055722088648128
3.6918590465753574,0.0117876345729937
3.6998590465753574,0.015633782516028205
3.7078590465753574,0.008559600158191127
3.7374257134881885,0.0
3.7472957321665983,0.0
3.7552957321665983,0.002159828098574401
3.7632957321665983,0.002567717797421043
3.7712957321665983,0.0018555806160627242
3.7792957321665983,0.006795018162061961
3.7872957321665983,0.009271289999619015
3.7952957321665983,0.0042447939703471604
3.85488346801339,0.0
3.8738753296055806,0.0
3.8818753296055806,0.003825089424170258
3.8898863243601434,0.0
3.8978863243601434,0.003712017686690494
3.9058863243601434,0.009944114822541206
3.9138863243601434,0.016005854775105632
3.9218863243601434,0.0026719231019987078
3.9298863243601434,0.00919206644955306
3.9478701236258673,0.0
3.967652910086808,0.0
3.975652910086808,0.006583268127986042
3.983652910086808,0.011994541217648536
4.001013949524934,0.0
4.01681648971411,0.0
4.038775278886088,0.0
4.06379814819389,0.0
4.08931418764622,0.0
4.098574945283606,0.0
4.106574945283606,0.005151685024267216
4.124435096744813,0.0
4.141930174310885,0.0
4.167009358424951,0.0
4.175009358424951,0.0057501642932153985
4.183009358424951,0.010646327252311849
4.191009358424951,0.008611083919146889
4.199009358424951,0.006156277632090923
4.207009358424951,0.013498971622249556
4.215009358424951,0.0028001549685172655
4.230997138352019,0.0
4.238997138352019,0.004075431995084422
4.270294490219443,0.0
4.287700888817211,0.0
4.312978818751567,0.0
4.345945063044089,0.0
4.353945063044089,0.007893380363890756
4.361945063044089,0.01546864664375125
4.377755321681746,0.0
4.385755321681746,0.0039471288247998615
4.393755321681746,0.0016213574860381996
4.401755321681746,0.003850010854198338
4.409755321681746,0.007524832073288579
4.436004109747312,0.0
4.447607636923641,0.0
4.457152537661685,0.0
4.465152537661685,0.006409263208936089
4.488573545180637,0.0
4.515549700075687,0.0
4.523549700075687,0.007857117916160838
4.544051840022439,0.0
4.552051840022439,0.004826955984408521
4.560051840022439,0.0009856009699635848
4.588582700640037,0.0
4.610589269260958,0.0
4.618589269260958,0.0018958956728782894
4.626589269260958,0.00847236458874523
4.638044948411928,0.0
4.662161874510341,0.0
4.670161874510341,0.003775440969365995
4.678161874510341,0.008867688574788701
4.686161874510341,0.011922733677788955
4.694161874510341,0.010958205522577202
4.702161874510341,0.016080165964868165
4.710161874510341,0.016900112717355142
4.7219942181507975,0.0
4.740274106899599,0.0
4.760111620789021,0.0
4.768111620789021,0.002803601362161068
